timestamp,is_push_notification,tpm,play_counted
2025-05-30 00:25:00,0,1878,1563
2025-05-30 00:30:00,0,1495,1875
2025-05-30 00:35:00,0,1887,2188
2025-05-30 00:40:00,0,1172,2500
2025-05-30 00:45:00,0,1417,2813
2025-05-30 00:50:00,0,1701,3125
2025-05-30 00:55:00,0,1466,3438
2025-05-30 01:00:00,0,171,3750
2025-05-30 01:05:00,0,394,4063
2025-05-30 01:10:00,0,314,4375
2025-05-30 01:15:00,0,396,4688
2025-05-30 01:20:00,0,295,5000
2025-05-30 01:25:00,0,740,5313
2025-05-30 01:30:00,0,814,5625
2025-05-30 01:35:00,0,281,5938
2025-05-30 01:40:00,0,466,6250
2025-05-30 01:45:00,0,824,6563
2025-05-30 01:50:00,0,602,6875
2025-05-30 01:55:00,0,409,7188
2025-05-30 02:00:00,0,158,7500
2025-05-30 02:05:00,0,97,7813
2025-05-30 02:10:00,0,83,8125
2025-05-30 02:15:00,0,130,8438
2025-05-30 02:20:00,0,184,8750
2025-05-30 02:25:00,0,125,9063
2025-05-30 02:30:00,0,72,9375
2025-05-30 02:35:00,0,131,9688
2025-05-30 02:40:00,0,149,10000
2025-05-30 02:45:00,0,47,10313
2025-05-30 02:50:00,0,51,10625
2025-05-30 02:55:00,0,143,10938
2025-05-30 03:00:00,0,170,11250
2025-05-30 03:05:00,0,39,11563
2025-05-30 03:10:00,0,46,11875
2025-05-30 03:15:00,0,82,12188
2025-05-30 03:20:00,0,97,12500
2025-05-30 03:25:00,0,23,12813
2025-05-30 03:30:00,0,34,13125
2025-05-30 03:35:00,0,108,13438
2025-05-30 03:40:00,0,103,13750
2025-05-30 03:45:00,0,171,14063
2025-05-30 03:50:00,0,109,14375
2025-05-30 03:55:00,0,39,14688
2025-05-30 04:00:00,0,77,15000
2025-05-30 04:05:00,0,161,15313
2025-05-30 04:10:00,0,86,15625
2025-05-30 04:15:00,0,101,15938
2025-05-30 04:20:00,0,19,16250
2025-05-30 04:25:00,0,122,16563
2025-05-30 04:30:00,0,130,16875
2025-05-30 04:35:00,0,73,17188
2025-05-30 04:40:00,0,79,17500
2025-05-30 04:45:00,0,180,17813
2025-05-30 04:50:00,0,150,18125
2025-05-30 04:55:00,0,213,18438
2025-05-30 05:00:00,0,108,18750
2025-05-30 05:05:00,0,132,19063
2025-05-30 05:10:00,0,77,19375
2025-05-30 05:15:00,0,52,19688
2025-05-30 05:20:00,0,149,20000
2025-05-30 05:25:00,0,79,20313
2025-05-30 05:30:00,0,85,20625
2025-05-30 05:35:00,0,125,20938
2025-05-30 05:40:00,0,31,21250
2025-05-30 05:45:00,0,193,21563
2025-05-30 05:50:00,0,167,21875
2025-05-30 05:55:00,0,145,22188
2025-05-30 06:00:00,0,33,22500
2025-05-30 06:05:00,0,77,22813
2025-05-30 06:10:00,0,116,23125
2025-05-30 06:15:00,0,59,23438
2025-05-30 06:20:00,0,48,23750
2025-05-30 06:25:00,0,54,24063
2025-05-30 06:30:00,0,163,24375
2025-05-30 06:35:00,0,150,24688
2025-05-30 06:40:00,0,112,25000
2025-05-30 06:45:00,0,105,25313
2025-05-30 06:50:00,0,98,25625
2025-05-30 06:55:00,0,147,25938
2025-05-30 07:00:00,0,423,26250
2025-05-30 07:05:00,0,580,26563
2025-05-30 07:10:00,0,343,26875
2025-05-30 07:15:00,0,397,27188
2025-05-30 07:20:00,0,282,27500
2025-05-30 07:25:00,0,620,27813
2025-05-30 07:30:00,0,577,28125
2025-05-30 07:35:00,0,457,28438
2025-05-30 07:40:00,0,676,28750
2025-05-30 07:45:00,0,291,29063
2025-05-30 07:50:00,0,117,29375
2025-05-30 07:55:00,0,230,29688
2025-05-30 08:00:00,0,616,30000
2025-05-30 08:05:00,0,768,30313
2025-05-30 08:10:00,0,136,30625
2025-05-30 08:15:00,0,122,30938
2025-05-30 08:20:00,0,545,31250
2025-05-30 08:25:00,0,615,31563
2025-05-30 08:30:00,0,118,31875
2025-05-30 08:35:00,0,720,32188
2025-05-30 08:40:00,0,460,32500
2025-05-30 08:45:00,0,670,32813
2025-05-30 08:50:00,0,296,33125
2025-05-30 08:55:00,0,396,33438
2025-05-30 09:00:00,1,1641,33750
2025-05-30 09:05:00,0,2000,34063
2025-05-30 09:10:00,0,2000,34375
2025-05-30 09:15:00,0,2000,34688
2025-05-30 09:20:00,0,2000,35000
2025-05-30 09:25:00,0,2000,35313
2025-05-30 09:30:00,0,2000,35625
2025-05-30 09:35:00,0,2000,35938
2025-05-30 09:40:00,0,1449,36250
2025-05-30 09:45:00,0,1756,36563
2025-05-30 09:50:00,0,1632,36875
2025-05-30 09:55:00,0,1742,37188
2025-05-30 10:00:00,0,217,37500
2025-05-30 10:05:00,0,330,37813
2025-05-30 10:10:00,0,209,38125
2025-05-30 10:15:00,0,695,38438
2025-05-30 10:20:00,0,171,38750
2025-05-30 10:25:00,0,111,39063
2025-05-30 10:30:00,0,357,39375
2025-05-30 10:35:00,0,265,39688
2025-05-30 10:40:00,0,344,40000
2025-05-30 10:45:00,0,224,40313
2025-05-30 10:50:00,0,784,40625
2025-05-30 10:55:00,0,116,40938
2025-05-30 11:00:00,0,558,41250
2025-05-30 11:05:00,0,782,41563
2025-05-30 11:10:00,0,315,41875
2025-05-30 11:15:00,0,360,42188
2025-05-30 11:20:00,0,346,42500
2025-05-30 11:25:00,0,396,42813
2025-05-30 11:30:00,0,125,43125
2025-05-30 11:35:00,0,412,43438
2025-05-30 11:40:00,0,133,43750
2025-05-30 11:45:00,0,353,44063
2025-05-30 11:50:00,0,683,44375
2025-05-30 11:55:00,0,562,44688
2025-05-30 12:00:00,0,1648,45000
2025-05-30 12:05:00,0,1339,45313
2025-05-30 12:10:00,0,1514,45625
2025-05-30 12:15:00,0,1766,45938
2025-05-30 12:20:00,0,1845,46250
2025-05-30 12:25:00,0,1300,46563
2025-05-30 12:30:00,0,1653,46875
2025-05-30 12:35:00,0,1954,47188
2025-05-30 12:40:00,0,1843,47500
2025-05-30 12:45:00,0,1390,47813
2025-05-30 12:50:00,0,1918,48125
2025-05-30 12:55:00,0,1412,48438
2025-05-30 13:00:00,0,666,48750
2025-05-30 13:05:00,0,227,49063
2025-05-30 13:10:00,0,359,49375
2025-05-30 13:15:00,0,475,49688
2025-05-30 13:20:00,0,339,50000
2025-05-30 13:25:00,0,703,50313
2025-05-30 13:30:00,0,692,50625
2025-05-30 13:35:00,0,253,50938
2025-05-30 13:40:00,0,693,51250
2025-05-30 13:45:00,0,552,51563
2025-05-30 13:50:00,0,155,51875
2025-05-30 13:55:00,0,646,52188
2025-05-30 14:00:00,0,346,52500
2025-05-30 14:05:00,0,117,52813
2025-05-30 14:10:00,0,699,53125
2025-05-30 14:15:00,0,732,53438
2025-05-30 14:20:00,0,443,53750
2025-05-30 14:25:00,0,449,54063
2025-05-30 14:30:00,0,614,54375
2025-05-30 14:35:00,0,656,54688
2025-05-30 14:40:00,0,552,55000
2025-05-30 14:45:00,0,227,55313
2025-05-30 14:50:00,0,429,55625
2025-05-30 14:55:00,0,472,55938
2025-05-30 15:00:00,0,625,56250
2025-05-30 15:05:00,0,613,56563
2025-05-30 15:10:00,0,310,56875
2025-05-30 15:15:00,0,516,57188
2025-05-30 15:20:00,0,666,57500
2025-05-30 15:25:00,0,735,57813
2025-05-30 15:30:00,0,555,58125
2025-05-30 15:35:00,0,186,58438
2025-05-30 15:40:00,0,309,58750
2025-05-30 15:45:00,0,346,59063
2025-05-30 15:50:00,0,370,59375
2025-05-30 15:55:00,0,549,59688
2025-05-30 16:00:00,1,112,60000
2025-05-30 16:05:00,0,301,60313
2025-05-30 16:10:00,0,1185,60625
2025-05-30 16:15:00,0,368,60938
2025-05-30 16:20:00,0,1188,61250
2025-05-30 16:25:00,0,188,61563
2025-05-30 16:30:00,0,183,61875
2025-05-30 16:35:00,0,809,62188
2025-05-30 16:40:00,0,256,62500
2025-05-30 16:45:00,0,275,62813
2025-05-30 16:50:00,0,558,63125
2025-05-30 16:55:00,0,339,63438
2025-05-30 17:00:00,0,642,63750
2025-05-30 17:05:00,0,393,64063
2025-05-30 17:10:00,0,433,64375
2025-05-30 17:15:00,0,684,64688
2025-05-30 17:20:00,0,372,65000
2025-05-30 17:25:00,0,345,65313
2025-05-30 17:30:00,0,478,65625
2025-05-30 17:35:00,0,379,65938
2025-05-30 17:40:00,0,465,66250
2025-05-30 17:45:00,0,376,66563
2025-05-30 17:50:00,0,408,66875
2025-05-30 17:55:00,0,292,67188
2025-05-30 18:00:00,0,523,67500
2025-05-30 18:05:00,0,418,67813
2025-05-30 18:10:00,0,855,68125
2025-05-30 18:15:00,0,557,68438
2025-05-30 18:20:00,0,694,68750
2025-05-30 18:25:00,0,362,69063
2025-05-30 18:30:00,0,274,69375
2025-05-30 18:35:00,0,655,69688
2025-05-30 18:40:00,0,709,70000
2025-05-30 18:45:00,0,532,70313
2025-05-30 18:50:00,0,508,70625
2025-05-30 18:55:00,0,385,70938
2025-05-30 19:00:00,0,1580,71250
2025-05-30 19:05:00,0,1438,71563
2025-05-30 19:10:00,0,1673,71875
2025-05-30 19:15:00,0,1655,72188
2025-05-30 19:20:00,0,1664,72500
2025-05-30 19:25:00,0,1536,72813
2025-05-30 19:30:00,0,1652,73125
2025-05-30 19:35:00,0,1903,73438
2025-05-30 19:40:00,0,1752,73750
2025-05-30 19:45:00,0,2000,74063
2025-05-30 19:50:00,0,1613,74375
2025-05-30 19:55:00,0,1969,74688
2025-05-30 20:00:00,0,654,75000
2025-05-30 20:05:00,0,734,75313
2025-05-30 20:10:00,0,635,75625
2025-05-30 20:15:00,0,334,75938
2025-05-30 20:20:00,0,454,76250
2025-05-30 20:25:00,0,557,76563
2025-05-30 20:30:00,0,664,76875
2025-05-30 20:35:00,0,319,77188
2025-05-30 20:40:00,0,307,77500
2025-05-30 20:45:00,0,779,77813
2025-05-30 20:50:00,0,496,78125
2025-05-30 20:55:00,0,114,78438
2025-05-30 21:00:00,0,719,78750
2025-05-30 21:05:00,0,693,79063
2025-05-30 21:10:00,0,680,79375
2025-05-30 21:15:00,0,309,79688
2025-05-30 21:20:00,0,366,80000
2025-05-30 21:25:00,0,409,80313
2025-05-30 21:30:00,0,529,80625
2025-05-30 21:35:00,0,368,80938
2025-05-30 21:40:00,0,266,81250
2025-05-30 21:45:00,0,395,81563
2025-05-30 21:50:00,0,423,81875
2025-05-30 21:55:00,0,845,82188
2025-05-30 22:00:00,0,715,82500
2025-05-30 22:05:00,0,642,82813
2025-05-30 22:10:00,0,517,83125
2025-05-30 22:15:00,0,693,83438
2025-05-30 22:20:00,0,716,83750
2025-05-30 22:25:00,0,190,84063
2025-05-30 22:30:00,0,128,84375
2025-05-30 22:35:00,0,502,84688
2025-05-30 22:40:00,0,189,85000
2025-05-30 22:45:00,0,349,85313
2025-05-30 22:50:00,0,123,85625
2025-05-30 22:55:00,0,214,85938
2025-05-30 23:00:00,0,632,86250
2025-05-30 23:05:00,0,254,86563
2025-05-30 23:10:00,0,272,86875
2025-05-30 23:15:00,0,386,87188
2025-05-30 23:20:00,0,293,87500
2025-05-30 23:25:00,0,115,87813
2025-05-30 23:30:00,0,160,88125
2025-05-30 23:35:00,0,361,88438
2025-05-30 23:40:00,0,686,88750
2025-05-30 23:45:00,0,456,89063
2025-05-30 23:50:00,0,390,89375
2025-05-30 23:55:00,0,604,89688
2025-05-31 00:00:00,0,1894,90000
2025-05-31 00:05:00,0,1654,90312
2025-05-31 00:10:00,0,1838,90625
2025-05-31 00:15:00,0,1860,90937
2025-05-31 00:20:00,0,2000,91250
2025-05-31 00:25:00,0,1614,91562
2025-05-31 00:30:00,0,1514,91875
2025-05-31 00:35:00,0,1667,92187
2025-05-31 00:40:00,0,1934,92500
2025-05-31 00:45:00,0,1916,92812
2025-05-31 00:50:00,0,1665,93125
2025-05-31 00:55:00,0,1767,93437
2025-05-31 01:00:00,0,682,93750
2025-05-31 01:05:00,0,900,94062
2025-05-31 01:10:00,0,726,94375
2025-05-31 01:15:00,0,732,94687
2025-05-31 01:20:00,0,653,95000
2025-05-31 01:25:00,0,381,95312
2025-05-31 01:30:00,0,849,95625
2025-05-31 01:35:00,0,424,95937
2025-05-31 01:40:00,0,306,96250
2025-05-31 01:45:00,0,258,96562
2025-05-31 01:50:00,0,386,96875
2025-05-31 01:55:00,0,256,97187
2025-05-31 02:00:00,0,43,97500
2025-05-31 02:05:00,0,114,97812
2025-05-31 02:10:00,0,252,98125
2025-05-31 02:15:00,0,200,98437
2025-05-31 02:20:00,0,85,98750
2025-05-31 02:25:00,0,43,99062
2025-05-31 02:30:00,0,278,99375
2025-05-31 02:35:00,0,96,99687
2025-05-31 02:40:00,0,95,100000
2025-05-31 02:45:00,0,229,100312
2025-05-31 02:50:00,0,38,100625
2025-05-31 02:55:00,0,174,100937
2025-05-31 03:00:00,0,124,101250
2025-05-31 03:05:00,0,193,101562
2025-05-31 03:10:00,0,107,101875
2025-05-31 03:15:00,0,93,102187
2025-05-31 03:20:00,0,185,102500
2025-05-31 03:25:00,0,147,102812
2025-05-31 03:30:00,0,47,103125
2025-05-31 03:35:00,0,201,103437
2025-05-31 03:40:00,0,166,103750
2025-05-31 03:45:00,0,158,104062
2025-05-31 03:50:00,0,25,104375
2025-05-31 03:55:00,0,231,104687
2025-05-31 04:00:00,0,88,105000
2025-05-31 04:05:00,0,140,105312
2025-05-31 04:10:00,0,153,105625
2025-05-31 04:15:00,0,83,105937
2025-05-31 04:20:00,0,216,106250
2025-05-31 04:25:00,0,165,106562
2025-05-31 04:30:00,0,241,106875
2025-05-31 04:35:00,0,182,107187
2025-05-31 04:40:00,0,193,107500
2025-05-31 04:45:00,0,158,107812
2025-05-31 04:50:00,0,203,108125
2025-05-31 04:55:00,0,191,108437
2025-05-31 05:00:00,0,190,108750
2025-05-31 05:05:00,0,70,109062
2025-05-31 05:10:00,0,211,109375
2025-05-31 05:15:00,0,183,109687
2025-05-31 05:20:00,0,91,110000
2025-05-31 05:25:00,0,163,110312
2025-05-31 05:30:00,0,88,110625
2025-05-31 05:35:00,0,65,110937
2025-05-31 05:40:00,0,42,111250
2025-05-31 05:45:00,0,203,111562
2025-05-31 05:50:00,0,75,111875
2025-05-31 05:55:00,0,190,112187
2025-05-31 06:00:00,0,40,112500
2025-05-31 06:05:00,0,236,112812
2025-05-31 06:10:00,0,48,113125
2025-05-31 06:15:00,0,164,113437
2025-05-31 06:20:00,0,231,113750
2025-05-31 06:25:00,0,135,114062
2025-05-31 06:30:00,0,227,114375
2025-05-31 06:35:00,0,71,114687
2025-05-31 06:40:00,0,106,115000
2025-05-31 06:45:00,0,27,115312
2025-05-31 06:50:00,0,125,115625
2025-05-31 06:55:00,0,215,115937
2025-05-31 07:00:00,0,259,116250
2025-05-31 07:05:00,0,854,116562
2025-05-31 07:10:00,0,403,116875
2025-05-31 07:15:00,0,531,117187
2025-05-31 07:20:00,0,557,117500
2025-05-31 07:25:00,0,917,117812
2025-05-31 07:30:00,0,591,118125
2025-05-31 07:35:00,0,828,118437
2025-05-31 07:40:00,0,454,118750
2025-05-31 07:45:00,0,720,119062
2025-05-31 07:50:00,0,365,119375
2025-05-31 07:55:00,0,782,119687
2025-05-31 08:00:00,0,397,120000
2025-05-31 08:05:00,0,509,120312
2025-05-31 08:10:00,0,593,120625
2025-05-31 08:15:00,0,780,120937
2025-05-31 08:20:00,0,635,121250
2025-05-31 08:25:00,0,929,121562
2025-05-31 08:30:00,0,377,121875
2025-05-31 08:35:00,0,310,122187
2025-05-31 08:40:00,0,788,122500
2025-05-31 08:45:00,0,880,122812
2025-05-31 08:50:00,0,505,123125
2025-05-31 08:55:00,0,823,123437
2025-05-31 09:00:00,1,2000,123750
2025-05-31 09:05:00,0,2000,124062
2025-05-31 09:10:00,0,2000,124375
2025-05-31 09:15:00,0,2000,124687
2025-05-31 09:20:00,0,2000,125000
2025-05-31 09:25:00,0,2000,125312
2025-05-31 09:30:00,0,2000,125625
2025-05-31 09:35:00,0,2000,125937
2025-05-31 09:40:00,0,2000,126250
2025-05-31 09:45:00,0,2000,126562
2025-05-31 09:50:00,0,1764,126875
2025-05-31 09:55:00,0,2000,127187
2025-05-31 10:00:00,0,640,127500
2025-05-31 10:05:00,0,996,127812
2025-05-31 10:10:00,0,542,128125
2025-05-31 10:15:00,0,604,128437
2025-05-31 10:20:00,0,634,128750
2025-05-31 10:25:00,0,258,129062
2025-05-31 10:30:00,0,161,129375
2025-05-31 10:35:00,0,638,129687
2025-05-31 10:40:00,0,1054,130000
2025-05-31 10:45:00,0,187,130312
2025-05-31 10:50:00,0,146,130625
2025-05-31 10:55:00,0,764,130937
2025-05-31 11:00:00,0,245,131250
2025-05-31 11:05:00,0,551,131562
2025-05-31 11:10:00,0,189,131875
2025-05-31 11:15:00,0,923,132187
2025-05-31 11:20:00,0,354,132500
2025-05-31 11:25:00,0,877,132812
2025-05-31 11:30:00,0,195,133125
2025-05-31 11:35:00,0,429,133437
2025-05-31 11:40:00,0,428,133750
2025-05-31 11:45:00,0,385,134062
2025-05-31 11:50:00,0,584,134375
2025-05-31 11:55:00,0,706,134687
2025-05-31 12:00:00,0,1490,135000
2025-05-31 12:05:00,0,1785,135312
2025-05-31 12:10:00,0,1710,135625
2025-05-31 12:15:00,0,1779,135937
2025-05-31 12:20:00,0,1404,136250
2025-05-31 12:25:00,0,1741,136562
2025-05-31 12:30:00,0,1777,136875
2025-05-31 12:35:00,0,1688,137187
2025-05-31 12:40:00,0,1619,137500
2025-05-31 12:45:00,0,1411,137812
2025-05-31 12:50:00,0,1760,138125
2025-05-31 12:55:00,0,1671,138437
2025-05-31 13:00:00,0,615,138750
2025-05-31 13:05:00,0,123,139062
2025-05-31 13:10:00,0,896,139375
2025-05-31 13:15:00,0,562,139687
2025-05-31 13:20:00,0,693,140000
2025-05-31 13:25:00,0,347,140312
2025-05-31 13:30:00,0,757,140625
2025-05-31 13:35:00,0,636,140937
2025-05-31 13:40:00,0,842,141250
2025-05-31 13:45:00,0,113,141562
2025-05-31 13:50:00,0,189,141875
2025-05-31 13:55:00,0,456,142187
2025-05-31 14:00:00,0,178,142500
2025-05-31 14:05:00,0,346,142812
2025-05-31 14:10:00,0,192,143125
2025-05-31 14:15:00,0,867,143437
2025-05-31 14:20:00,0,609,143750
2025-05-31 14:25:00,0,354,144062
2025-05-31 14:30:00,0,649,144375
2025-05-31 14:35:00,0,293,144687
2025-05-31 14:40:00,0,325,145000
2025-05-31 14:45:00,0,486,145312
2025-05-31 14:50:00,0,317,145625
2025-05-31 14:55:00,0,376,145937
2025-05-31 15:00:00,0,896,146250
2025-05-31 15:05:00,0,808,146562
2025-05-31 15:10:00,0,357,146875
2025-05-31 15:15:00,0,618,147187
2025-05-31 15:20:00,0,738,147500
2025-05-31 15:25:00,0,376,147812
2025-05-31 15:30:00,0,766,148125
2025-05-31 15:35:00,0,704,148437
2025-05-31 15:40:00,0,691,148750
2025-05-31 15:45:00,0,733,149062
2025-05-31 15:50:00,0,529,149375
2025-05-31 15:55:00,0,244,149687
2025-05-31 16:00:00,1,358,150000
2025-05-31 16:05:00,0,610,150312
2025-05-31 16:10:00,0,1331,150625
2025-05-31 16:15:00,0,881,150937
2025-05-31 16:20:00,0,1063,151250
2025-05-31 16:25:00,0,454,151562
2025-05-31 16:30:00,0,379,151875
2025-05-31 16:35:00,0,880,152187
2025-05-31 16:40:00,0,713,152500
2025-05-31 16:45:00,0,609,152812
2025-05-31 16:50:00,0,327,153125
2025-05-31 16:55:00,0,895,153437
2025-05-31 17:00:00,0,491,153750
2025-05-31 17:05:00,0,914,154062
2025-05-31 17:10:00,0,472,154375
2025-05-31 17:15:00,0,623,154687
2025-05-31 17:20:00,0,764,155000
2025-05-31 17:25:00,0,824,155312
2025-05-31 17:30:00,0,792,155625
2025-05-31 17:35:00,0,521,155937
2025-05-31 17:40:00,0,467,156250
2025-05-31 17:45:00,0,167,156562
2025-05-31 17:50:00,0,646,156875
2025-05-31 17:55:00,0,345,157187
2025-05-31 18:00:00,0,908,157500
2025-05-31 18:05:00,0,806,157812
2025-05-31 18:10:00,0,351,158125
2025-05-31 18:15:00,0,180,158437
2025-05-31 18:20:00,0,354,158750
2025-05-31 18:25:00,0,362,159062
2025-05-31 18:30:00,0,138,159375
2025-05-31 18:35:00,0,699,159687
2025-05-31 18:40:00,0,540,160000
2025-05-31 18:45:00,0,381,160312
2025-05-31 18:50:00,0,661,160625
2025-05-31 18:55:00,0,589,160937
2025-05-31 19:00:00,0,2000,161250
2025-05-31 19:05:00,0,2000,161562
2025-05-31 19:10:00,0,2000,161875
2025-05-31 19:15:00,0,2000,162187
2025-05-31 19:20:00,0,2000,162500
2025-05-31 19:25:00,0,2000,162812
2025-05-31 19:30:00,0,2000,163125
2025-05-31 19:35:00,0,1867,163437
2025-05-31 19:40:00,0,2000,163750
2025-05-31 19:45:00,0,1928,164062
2025-05-31 19:50:00,0,2000,164375
2025-05-31 19:55:00,0,1719,164687
2025-05-31 20:00:00,0,332,165000
2025-05-31 20:05:00,0,763,165312
2025-05-31 20:10:00,0,303,165625
2025-05-31 20:15:00,0,370,165937
2025-05-31 20:20:00,0,233,166250
2025-05-31 20:25:00,0,443,166562
2025-05-31 20:30:00,0,580,166875
2025-05-31 20:35:00,0,605,167187
2025-05-31 20:40:00,0,156,167500
2025-05-31 20:45:00,0,552,167812
2025-05-31 20:50:00,0,779,168125
2025-05-31 20:55:00,0,933,168437
2025-05-31 21:00:00,0,787,168750
2025-05-31 21:05:00,0,497,169062
2025-05-31 21:10:00,0,537,169375
2025-05-31 21:15:00,0,1053,169687
2025-05-31 21:20:00,0,873,170000
2025-05-31 21:25:00,0,693,170312
2025-05-31 21:30:00,0,137,170625
2025-05-31 21:35:00,0,426,170937
2025-05-31 21:40:00,0,427,171250
2025-05-31 21:45:00,0,660,171562
2025-05-31 21:50:00,0,172,171875
2025-05-31 21:55:00,0,863,172187
2025-05-31 22:00:00,0,273,172500
2025-05-31 22:05:00,0,127,172812
2025-05-31 22:10:00,0,827,173125
2025-05-31 22:15:00,0,566,173437
2025-05-31 22:20:00,0,550,173750
2025-05-31 22:25:00,0,509,174062
2025-05-31 22:30:00,0,926,174375
2025-05-31 22:35:00,0,482,174687
2025-05-31 22:40:00,0,497,175000
2025-05-31 22:45:00,0,845,175312
2025-05-31 22:50:00,0,334,175625
2025-05-31 22:55:00,0,674,175937
2025-05-31 23:00:00,0,504,176250
2025-05-31 23:05:00,0,209,176562
2025-05-31 23:10:00,0,419,176875
2025-05-31 23:15:00,0,705,177187
2025-05-31 23:20:00,0,762,177500
2025-05-31 23:25:00,0,943,177812
2025-05-31 23:30:00,0,567,178125
2025-05-31 23:35:00,0,149,178437
2025-05-31 23:40:00,0,303,178750
2025-05-31 23:45:00,0,415,179062
2025-05-31 23:50:00,0,663,179375
2025-05-31 23:55:00,0,455,179687
2025-06-06 00:00:00,0,1721,1
2025-06-06 00:05:00,0,1085,313
2025-06-06 00:10:00,0,1432,625
2025-06-06 00:15:00,0,1395,938
2025-06-06 00:20:00,0,1689,1250
2025-06-06 00:25:00,0,1376,1563
2025-06-06 00:30:00,0,1646,1875
2025-06-06 00:35:00,0,1634,2188
2025-06-06 00:40:00,0,1311,2500
2025-06-06 00:45:00,0,1534,2813
2025-06-06 00:50:00,0,1542,3125
2025-06-06 00:55:00,0,1661,3438
2025-06-06 01:00:00,0,742,3750
2025-06-06 01:05:00,0,269,4063
2025-06-06 01:10:00,0,320,4375
2025-06-06 01:15:00,0,483,4688
2025-06-06 01:20:00,0,540,5000
2025-06-06 01:25:00,0,168,5313
2025-06-06 01:30:00,0,685,5625
2025-06-06 01:35:00,0,546,5938
2025-06-06 01:40:00,0,758,6250
2025-06-06 01:45:00,0,344,6563
2025-06-06 01:50:00,0,304,6875
2025-06-06 01:55:00,0,142,7188
2025-06-06 02:00:00,0,21,7500
2025-06-06 02:05:00,0,145,7813
2025-06-06 02:10:00,0,116,8125
2025-06-06 02:15:00,0,104,8438
2025-06-06 02:20:00,0,194,8750
2025-06-06 02:25:00,0,149,9063
2025-06-06 02:30:00,0,181,9375
2025-06-06 02:35:00,0,141,9688
2025-06-06 02:40:00,0,117,10000
2025-06-06 02:45:00,0,132,10313
2025-06-06 02:50:00,0,107,10625
2025-06-06 02:55:00,0,60,10938
2025-06-06 03:00:00,0,34,11250
2025-06-06 03:05:00,0,140,11563
2025-06-06 03:10:00,0,139,11875
2025-06-06 03:15:00,0,70,12188
2025-06-06 03:20:00,0,50,12500
2025-06-06 03:25:00,0,84,12813
2025-06-06 03:30:00,0,21,13125
2025-06-06 03:35:00,0,139,13438
2025-06-06 03:40:00,0,88,13750
2025-06-06 03:45:00,0,98,14063
2025-06-06 03:50:00,0,210,14375
2025-06-06 03:55:00,0,20,14688
2025-06-06 04:00:00,0,72,15000
2025-06-06 04:05:00,0,131,15313
2025-06-06 04:10:00,0,46,15625
2025-06-06 04:15:00,0,113,15938
2025-06-06 04:20:00,0,161,16250
2025-06-06 04:25:00,0,53,16563
2025-06-06 04:30:00,0,91,16875
2025-06-06 04:35:00,0,177,17188
2025-06-06 04:40:00,0,172,17500
2025-06-06 04:45:00,0,193,17813
2025-06-06 04:50:00,0,71,18125
2025-06-06 04:55:00,0,115,18438
2025-06-06 05:00:00,0,191,18750
2025-06-06 05:05:00,0,31,19063
2025-06-06 05:10:00,0,165,19375
2025-06-06 05:15:00,0,76,19688
2025-06-06 05:20:00,0,48,20000
2025-06-06 05:25:00,0,151,20313
2025-06-06 05:30:00,0,76,20625
2025-06-06 05:35:00,0,105,20938
2025-06-06 05:40:00,0,185,21250
2025-06-06 05:45:00,0,204,21563
2025-06-06 05:50:00,0,141,21875
2025-06-06 05:55:00,0,186,22188
2025-06-06 06:00:00,0,173,22500
2025-06-06 06:05:00,0,103,22813
2025-06-06 06:10:00,0,53,23125
2025-06-06 06:15:00,0,123,23438
2025-06-06 06:20:00,0,106,23750
2025-06-06 06:25:00,0,53,24063
2025-06-06 06:30:00,0,37,24375
2025-06-06 06:35:00,0,186,24688
2025-06-06 06:40:00,0,31,25000
2025-06-06 06:45:00,0,65,25313
2025-06-06 06:50:00,0,99,25625
2025-06-06 06:55:00,0,39,25938
2025-06-06 07:00:00,0,411,26250
2025-06-06 07:05:00,0,470,26563
2025-06-06 07:10:00,0,772,26875
2025-06-06 07:15:00,0,619,27188
2025-06-06 07:20:00,0,737,27500
2025-06-06 07:25:00,0,452,27813
2025-06-06 07:30:00,0,230,28125
2025-06-06 07:35:00,0,810,28438
2025-06-06 07:40:00,0,126,28750
2025-06-06 07:45:00,0,185,29063
2025-06-06 07:50:00,0,162,29375
2025-06-06 07:55:00,0,470,29688
2025-06-06 08:00:00,0,194,30000
2025-06-06 08:05:00,0,192,30313
2025-06-06 08:10:00,0,257,30625
2025-06-06 08:15:00,0,452,30938
2025-06-06 08:20:00,0,388,31250
2025-06-06 08:25:00,0,219,31563
2025-06-06 08:30:00,0,582,31875
2025-06-06 08:35:00,0,433,32188
2025-06-06 08:40:00,0,610,32500
2025-06-06 08:45:00,0,236,32813
2025-06-06 08:50:00,0,555,33125
2025-06-06 08:55:00,0,675,33438
2025-06-06 09:00:00,1,1455,33750
2025-06-06 09:05:00,0,2000,34063
2025-06-06 09:10:00,0,2000,34375
2025-06-06 09:15:00,0,2000,34688
2025-06-06 09:20:00,0,2000,35000
2025-06-06 09:25:00,0,2000,35313
2025-06-06 09:30:00,0,2000,35625
2025-06-06 09:35:00,0,2000,35938
2025-06-06 09:40:00,0,2000,36250
2025-06-06 09:45:00,0,1855,36563
2025-06-06 09:50:00,0,1710,36875
2025-06-06 09:55:00,0,1926,37188
2025-06-06 10:00:00,0,327,37500
2025-06-06 10:05:00,0,702,37813
